"location_name","latitude","longitude","device_number","device_eui","time","measure_name","value","Date"
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-10 16:42:01.327,"mc_pm2_5",41.438,2024-12-10
"Mound Elementary",41.462862,-81.647249,19,"0004A30B000838D0",2024-12-10 16:40:25.633,"mc_pm2_5",61.834,2024-12-10
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-10 16:38:35.969,"mc_pm2_5",29.16,2024-12-10
"East 30th and Perkins",41.50541,-81.66791,27,"0004A30B00080E82",2024-12-10 16:34:27.018,"mc_pm2_5",39.324,2024-12-10
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-10 16:32:36.371,"mc_pm2_5",33.106,2024-12-10
"East 166th St. and St. Clair Ave.",41.56206,-81.564009,11,"0004A30B00086587",2024-12-10 16:29:40.871,"mc_pm2_5",34.54,2024-12-10
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-10 16:27:05.371,"mc_pm2_5",47.655,2024-12-10
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-10 16:25:01.414,"mc_pm2_5",84.18,2024-12-10
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-10 16:24:46.044,"mc_pm2_5",37.959,2024-12-10
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-10 16:22:39.656,"mc_pm2_5",28.52,2024-12-10
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-10 16:19:44.204,"mc_pm2_5",43.282,2024-12-10
"Fleet Ave. and East 71st St.",41.456319,-81.639257,1,"0004A30B00083D5D",2024-12-10 16:17:54.014,"mc_pm2_5",47.332,2024-12-10
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-10 16:16:28.103,"mc_pm2_5",38.324,2024-12-10
"Coit Road and East 131st Street",41.552492,-81.591944,15,"0004A30B00085FFB",2024-12-10 16:09:44.809,"mc_pm2_5",42.046,2024-12-10
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-10 16:08:35.967,"mc_pm2_5",29.994,2024-12-10
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-10 16:08:28.911,"mc_pm2_5",32.389,2024-12-10
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-10 16:07:48.793,"mc_pm2_5",25.35,2024-12-10
"St. Theodosius Monitoring Site Collocated Sensor",41.476985,-81.682376,7,"0004A30B00084474",2024-12-10 16:03:01.963,"mc_pm2_5",65.593,2024-12-10
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-10 16:02:36.358,"mc_pm2_5",28.191,2024-12-10
"East 166th St. and St. Clair Ave.",41.56206,-81.564009,11,"0004A30B00086587",2024-12-10 15:59:40.939,"mc_pm2_5",33.201,2024-12-10
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-10 15:57:05.458,"mc_pm2_5",40.994,2024-12-10
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-10 15:54:46.007,"mc_pm2_5",33.147,2024-12-10
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-10 15:54:07.551,"mc_pm2_5",34.4,2024-12-10
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-10 15:52:39.728,"mc_pm2_5",23.004,2024-12-10
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-10 15:50:26.472,"mc_pm2_5",51.876,2024-12-10
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-10 15:49:44.256,"mc_pm2_5",38.574,2024-12-10
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-10 15:42:01.113,"mc_pm2_5",86.679,2024-12-10
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-10 15:38:36.029,"mc_pm2_5",31.247,2024-12-10
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-10 15:37:48.892,"mc_pm2_5",21.939,2024-12-10
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-10 15:32:36.374,"mc_pm2_5",30.011,2024-12-10
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-10 15:29:25.096,"mc_pm2_5",52.697,2024-12-10
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-10 15:24:45.984,"mc_pm2_5",43.001,2024-12-10
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-10 15:22:39.737,"mc_pm2_5",25.068,2024-12-10
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-10 15:20:26.442,"mc_pm2_5",68.556,2024-12-10
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-10 15:19:44.263,"mc_pm2_5",39.257,2024-12-10
"Fleet Ave. and East 71st St.",41.456319,-81.639257,1,"0004A30B00083D5D",2024-12-10 15:17:54.092,"mc_pm2_5",52.111,2024-12-10
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-10 15:16:28.209,"mc_pm2_5",31.596,2024-12-10
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-10 15:08:36.059,"mc_pm2_5",36.522,2024-12-10
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-10 15:07:48.886,"mc_pm2_5",24.686,2024-12-10
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-10 15:02:36.393,"mc_pm2_5",41.097,2024-12-10
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-10 14:59:25.079,"mc_pm2_5",35.286,2024-12-10
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-10 14:59:22.567,"mc_pm2_5",102.076,2024-12-10
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-10 14:58:26.504,"mc_pm2_5",72.431,2024-12-10
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-10 14:57:05.263,"mc_pm2_5",33.815,2024-12-10
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-10 14:54:45.893,"mc_pm2_5",47.466,2024-12-10
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-10 14:54:07.669,"mc_pm2_5",62.687,2024-12-10
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-10 14:52:39.75,"mc_pm2_5",32.575,2024-12-10
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-10 14:49:44.353,"mc_pm2_5",43.692,2024-12-10
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-10 14:38:36.074,"mc_pm2_5",72.046,2024-12-10
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-10 14:37:48.948,"mc_pm2_5",27.23,2024-12-10
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-10 14:33:13.519,"mc_pm2_5",61.991,2024-12-10
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-10 14:32:36.439,"mc_pm2_5",26.941,2024-12-10
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-10 14:29:22.337,"mc_pm2_5",106.865,2024-12-10
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-10 14:27:12.242,"mc_pm2_5",59.732,2024-12-10
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-10 14:24:45.8,"mc_pm2_5",48.584,2024-12-10
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-10 14:24:07.638,"mc_pm2_5",61.991,2024-12-10
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-10 14:22:39.792,"mc_pm2_5",32.893,2024-12-10
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-10 14:20:26.135,"mc_pm2_5",44.413,2024-12-10
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-10 14:19:44.349,"mc_pm2_5",41.551,2024-12-10
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-10 14:16:28.245,"mc_pm2_5",35.294,2024-12-10
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-10 14:08:36.128,"mc_pm2_5",100.579,2024-12-10
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-10 14:07:48.978,"mc_pm2_5",31.473,2024-12-10
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-10 14:02:36.428,"mc_pm2_5",32.639,2024-12-10
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-10 13:59:25.192,"mc_pm2_5",40.94,2024-12-10
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-10 13:59:22.14,"mc_pm2_5",104.355,2024-12-10
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-10 13:57:12.293,"mc_pm2_5",80.442,2024-12-10
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-10 13:54:45.604,"mc_pm2_5",52.594,2024-12-10
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-10 13:54:07.607,"mc_pm2_5",74.07,2024-12-10
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-10 13:52:39.8,"mc_pm2_5",52.294,2024-12-10
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-10 13:50:26.38,"mc_pm2_5",33.94,2024-12-10
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-10 13:49:44.433,"mc_pm2_5",63.711,2024-12-10
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-10 13:42:45.523,"mc_pm2_5",96.587,2024-12-10
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-10 13:38:36.153,"mc_pm2_5",96.587,2024-12-10
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-10 13:37:49.133,"mc_pm2_5",169.047,2024-12-10
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-10 13:32:27.813,"mc_pm2_5",29.721,2024-12-10
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-10 13:32:05.748,"mc_pm2_5",54.689,2024-12-10
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-10 13:29:21.952,"mc_pm2_5",87.191,2024-12-10
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-10 13:28:26.621,"mc_pm2_5",72.443,2024-12-10
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-10 13:27:12.151,"mc_pm2_5",85.691,2024-12-10
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-10 13:24:45.402,"mc_pm2_5",54.689,2024-12-10
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-10 13:24:14.662,"mc_pm2_5",50.08,2024-12-10
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-10 13:22:39.768,"mc_pm2_5",40.903,2024-12-10
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-10 13:20:25.854,"mc_pm2_5",40.953,2024-12-10
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-10 13:19:44.613,"mc_pm2_5",112.941,2024-12-10
"Fleet Ave. and East 71st St.",41.456319,-81.639257,1,"0004A30B00083D5D",2024-12-10 13:17:54.108,"mc_pm2_5",40.982,2024-12-10
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-10 13:16:28.325,"mc_pm2_5",30.985,2024-12-10
"Coit Road and East 131st Street",41.552492,-81.591944,15,"0004A30B00085FFB",2024-12-10 13:09:44.978,"mc_pm2_5",49.602,2024-12-10
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-10 13:08:36.175,"mc_pm2_5",67.827,2024-12-10
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-10 13:07:09.233,"mc_pm2_5",91.744,2024-12-10
"St. Theodosius Monitoring Site Collocated Sensor",41.476985,-81.682376,7,"0004A30B00084474",2024-12-10 13:03:02.026,"mc_pm2_5",77.264,2024-12-10
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-10 13:02:27.842,"mc_pm2_5",32.016,2024-12-10
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-10 12:59:28.471,"mc_pm2_5",41.271,2024-12-10
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-10 12:59:25.119,"mc_pm2_5",40.413,2024-12-10
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-10 12:59:21.685,"mc_pm2_5",91.744,2024-12-10
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-10 12:57:19.163,"mc_pm2_5",116.349,2024-12-10
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-10 12:54:07.667,"mc_pm2_5",47.676,2024-12-10
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-10 12:52:39.788,"mc_pm2_5",43.824,2024-12-10
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-10 12:50:25.669,"mc_pm2_5",34.661,2024-12-10
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-10 12:49:55.682,"mc_pm2_5",67.339,2024-12-10
"Fleet Ave. and East 71st St.",41.456319,-81.639257,1,"0004A30B00083D5D",2024-12-10 12:47:54.119,"mc_pm2_5",49.001,2024-12-10
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-10 12:46:28.38,"mc_pm2_5",41.271,2024-12-10
"Coit Road and East 131st Street",41.552492,-81.591944,15,"0004A30B00085FFB",2024-12-10 12:39:44.927,"mc_pm2_5",28.016,2024-12-10
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-10 12:38:36.226,"mc_pm2_5",45.241,2024-12-10
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-10 12:37:49.118,"mc_pm2_5",50.096,2024-12-10
"St. Theodosius Monitoring Site Collocated Sensor",41.476985,-81.682376,7,"0004A30B00084474",2024-12-10 12:33:00.554,"mc_pm2_5",60.186,2024-12-10
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-10 12:32:27.875,"mc_pm2_5",31.281,2024-12-10
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-10 12:29:21.458,"mc_pm2_5",93.212,2024-12-10
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-10 12:26:56.424,"mc_pm2_5",67.339,2024-12-10
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-10 12:24:45.047,"mc_pm2_5",29.386,2024-12-10
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-10 12:24:07.698,"mc_pm2_5",38.443,2024-12-10
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-10 12:22:42.653,"mc_pm2_5",34.454,2024-12-10
"Fleet Ave. and East 71st St.",41.456319,-81.639257,1,"0004A30B00083D5D",2024-12-10 12:17:54.111,"mc_pm2_5",40.751,2024-12-10
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-10 12:16:28.403,"mc_pm2_5",33.686,2024-12-10
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-10 12:09:58.143,"mc_pm2_5",39.061,2024-12-10
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-10 12:08:36.24,"mc_pm2_5",35.01,2024-12-10
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-10 12:02:27.849,"mc_pm2_5",22.512,2024-12-10
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-10 11:59:21.243,"mc_pm2_5",72.075,2024-12-10
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-10 11:56:56.527,"mc_pm2_5",55.174,2024-12-10
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-10 11:54:44.914,"mc_pm2_5",27.949,2024-12-10
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-10 11:54:07.921,"mc_pm2_5",35.974,2024-12-10
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-10 11:52:39.866,"mc_pm2_5",29.97,2024-12-10
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-10 11:50:25.573,"mc_pm2_5",42.099,2024-12-10
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-10 11:39:58.166,"mc_pm2_5",53.15,2024-12-10
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-10 11:38:36.313,"mc_pm2_5",98.146,2024-12-10
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-10 11:37:49.263,"mc_pm2_5",33.958,2024-12-10
"St. Theodosius Monitoring Site Collocated Sensor",41.476985,-81.682376,7,"0004A30B00084474",2024-12-10 11:33:02.088,"mc_pm2_5",47.681,2024-12-10
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-10 11:32:27.861,"mc_pm2_5",31.412,2024-12-10
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-10 11:29:25.125,"mc_pm2_5",31.649,2024-12-10
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-10 11:29:20.956,"mc_pm2_5",52.873,2024-12-10
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-10 11:26:56.377,"mc_pm2_5",59.854,2024-12-10
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-10 11:24:44.804,"mc_pm2_5",40.675,2024-12-10
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-10 11:22:39.895,"mc_pm2_5",48.718,2024-12-10
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-10 11:09:58.215,"mc_pm2_5",33.985,2024-12-10
"Coit Road and East 131st Street",41.552492,-81.591944,15,"0004A30B00085FFB",2024-12-10 11:09:45.021,"mc_pm2_5",52.542,2024-12-10
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-10 11:08:36.309,"mc_pm2_5",118.69,2024-12-10
"Bessemer by Tremco",41.46717,-81.63003,25,"0004A30B00085131",2024-12-10 11:08:18.793,"mc_pm2_5",27.765,2024-12-10
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-10 11:07:49.333,"mc_pm2_5",35.214,2024-12-10
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-10 11:07:08.38,"mc_pm2_5",42.914,2024-12-10
"St. Theodosius Monitoring Site Collocated Sensor",41.476985,-81.682376,7,"0004A30B00084474",2024-12-10 11:03:02.125,"mc_pm2_5",47.681,2024-12-10
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-10 11:02:27.873,"mc_pm2_5",36.325,2024-12-10
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-10 10:59:25.167,"mc_pm2_5",39.796,2024-12-10
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-10 10:59:20.779,"mc_pm2_5",50.54,2024-12-10
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-10 10:56:56.388,"mc_pm2_5",34.021,2024-12-10
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-10 10:54:44.625,"mc_pm2_5",42.221,2024-12-10
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-10 10:54:07.656,"mc_pm2_5",42.914,2024-12-10
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-10 10:52:39.86,"mc_pm2_5",45.444,2024-12-10
"Bessemer by Tremco",41.46717,-81.63003,25,"0004A30B00085131",2024-12-10 10:48:43.317,"mc_pm2_5",23.993,2024-12-10
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-10 10:46:28.519,"mc_pm2_5",51.827,2024-12-10
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-10 10:39:58.201,"mc_pm2_5",45.874,2024-12-10
"Coit Road and East 131st Street",41.552492,-81.591944,15,"0004A30B00085FFB",2024-12-10 10:39:45.092,"mc_pm2_5",44.214,2024-12-10
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-10 10:38:36.352,"mc_pm2_5",113.722,2024-12-10
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-10 10:37:49.302,"mc_pm2_5",75.842,2024-12-10
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-10 10:32:27.914,"mc_pm2_5",28.593,2024-12-10
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-10 10:29:45.128,"mc_pm2_5",87.942,2024-12-10
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-10 10:28:07.258,"mc_pm2_5",37.051,2024-12-10
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-10 10:26:56.347,"mc_pm2_5",42.264,2024-12-10
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-10 10:25:51.314,"mc_pm2_5",48.522,2024-12-10
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-10 10:24:44.449,"mc_pm2_5",48.522,2024-12-10
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-10 10:24:07.67,"mc_pm2_5",44.842,2024-12-10
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-10 10:22:39.94,"mc_pm2_5",32.738,2024-12-10
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-10 10:16:28.174,"mc_pm2_5",28.961,2024-12-10
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-10 10:09:58.233,"mc_pm2_5",31.011,2024-12-10
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-10 10:08:36.404,"mc_pm2_5",87.942,2024-12-10
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-10 10:07:49.391,"mc_pm2_5",94.571,2024-12-10
"St. Theodosius Monitoring Site Collocated Sensor",41.476985,-81.682376,7,"0004A30B00084474",2024-12-10 10:03:02.068,"mc_pm2_5",37.704,2024-12-10
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-10 10:02:27.932,"mc_pm2_5",24.915,2024-12-10
"East 56th Street and Ferro Avenue",41.446336,-81.650709,8,"0004A30B000838E4",2024-12-10 09:58:26.777,"mc_pm2_5",36.944,2024-12-10
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-10 09:58:06.976,"mc_pm2_5",44.966,2024-12-10
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-10 09:56:56.253,"mc_pm2_5",52.782,2024-12-10
"East 152nd and Darwin",41.564906,-81.579597,24,"0004A30B000824D7",2024-12-10 09:54:44.229,"mc_pm2_5",28.213,2024-12-10
"Buckeye Rd. and East 89th St",41.486323,-81.624582,21,"0004A30B00085575",2024-12-10 09:54:07.599,"mc_pm2_5",33.701,2024-12-10
"Michael Zone Recreation Center",41.47473,-81.72846,30,"0004A30B0008173D",2024-12-10 09:52:39.94,"mc_pm2_5",37.042,2024-12-10
"Detroit Shoreway",41.489571,-81.71175,13,"0004A30B00085E91",2024-12-10 09:50:25.013,"mc_pm2_5",36.691,2024-12-10
"Nottingham Road near Railroad Tracks",41.569957,-81.541194,20,"0004A30B00082428",2024-12-10 09:46:28.541,"mc_pm2_5",25.316,2024-12-10
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-10 09:40:28.719,"mc_pm2_5",38.925,2024-12-10
"Lakeview Terrace Community Center",41.49409,-81.70976,12,"0004A30B00085A7A",2024-12-10 09:39:58.27,"mc_pm2_5",35.843,2024-12-10
"Coit Road and East 131st Street",41.552492,-81.591944,15,"0004A30B00085FFB",2024-12-10 09:39:45.521,"mc_pm2_5",28.787,2024-12-10
"Cudell Recreation Center",41.47918,-81.75257,18,"0004A30B00088CBC",2024-12-10 09:38:36.42,"mc_pm2_5",48.212,2024-12-10
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-10 09:37:53.155,"mc_pm2_5",32.875,2024-12-10
"Collinwood Recreation Center",41.57947,-81.56615,2,"0004A30B00084BC5",2024-12-10 09:37:49.427,"mc_pm2_5",47.53,2024-12-10
"St. Theodosius Monitoring Site Collocated Sensor",41.476985,-81.682376,7,"0004A30B00084474",2024-12-10 09:33:02.052,"mc_pm2_5",70.533,2024-12-10
"Nottingham Water",41.575635,-81.541699,3,"0004A30B00081BFE",2024-12-10 09:32:27.928,"mc_pm2_5",17.219,2024-12-10
"GT Craig EPA Collocated Sensor",41.49211,-81.67856,9,"0004A30B000864E5",2024-12-10 09:29:25.255,"mc_pm2_5",24.3,2024-12-10
"Lee/Harvard",41.449672,-81.564,23,"0004A30B000818DE",2024-12-10 09:28:06.786,"mc_pm2_5",38.925,2024-12-10
"Metro Health Hospital",41.46308,-81.69823,28,"0004A30B00086AC2",2024-12-10 09:26:56.232,"mc_pm2_5",32.875,2024-12-10
